Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,147/132,120/110,20/15,1/4,-,6/3
2024,13/19,12/17,1/2,-,-,-
2023,19/31,18/24,0/3,1/4,-,-
2022,39/28,32/23,1/2,-,-,6/3
2021,27/13,9/5,18/8,-,-,-
2015,6/6,6/6,-,-,-,-
2014,27/12,27/12,-,-,-,-
2013,0/8,0/8,-,-,-,-
2012,13/9,13/9,-,-,-,-
2011,3/6,3/6,-,-,-,-
