Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,10/13,7/9,0/1,1/1,-,2/2
2024,2/5,1/3,0/1,1/1,-,-
2023,8/8,6/6,-,-,-,2/2
