Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,46/34,1/4,27/27,-,-,18/3
2024,3/4,-,3/4,-,-,-
2023,17/3,-,4/1,-,-,13/2
2022,15/5,-,10/4,-,-,5/1
2020,1/2,-,1/2,-,-,-
2019,0/1,-,0/1,-,-,-
2018,3/6,0/1,3/5,-,-,-
2017,4/10,1/2,3/8,-,-,-
2016,3/3,0/1,3/2,-,-,-
