Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
26.11.2024,Marinkov P.,2,,,,,,"['6', '4']",[],[],[],[],2.56
26.11.2024,Saville L.,0,,,,,,[],[],[],[],[],1.46
07.10.2024,Braswell M.,2,,,,,,4,0,63%,81% (30/37),55% (12/22),0% (0/0),36% (15/42),43% (10/23),20% (2/10),71% (42/59),38% (25/65),54% (67/124),5,0,100% (10/10),20% (2/10),60% (12/20),"['2', '1']","['3', '2']",[],[],[],1.16
07.10.2024,Saville L.,0,,,,,,2,0,65%,64% (27/42),57% (13/23),80% (8/10),19% (7/37),45% (10/22),0% (0/0),62% (40/65),29% (17/59),46% (57/124),5,4,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],4.80
06.10.2024,Saville L.,2,,,,,,4,2,62%,69% (33/48),62% (18/29),60% (3/5),45% (20/44),42% (19/45),56% (5/9),66% (51/77),44% (39/89),54% (90/166),8,0,85% (11/13),38% (5/13),62% (16/26),"['2', '0', '4', '0']","['3', '4']","['4', '3', '6', '3']",[],[],1.49
06.10.2024,Sheehy J.,1,,,,,,6,1,49%,55% (24/44),58% (26/45),44% (4/9),31% (15/48),38% (11/29),40% (2/5),56% (50/89),34% (26/77),46% (76/166),2,0,62% (8/13),15% (2/13),38% (10/26),[],"['4', '2', '6', '4']",[],[],[],2.51
22.09.2024,Rybakov A.,2,,,,,,6,4,60%,82% (27/33),55% (12/22),50% (1/2),36% (13/36),53% (16/30),33% (3/9),71% (39/55),44% (29/66),56% (68/121),5,0,90% (9/10),33% (3/9),63% (12/19),"['4', '2']","['1', '0', '3', '0']",[],[],[],1.54
22.09.2024,Saville L.,0,,,,,,3,4,55%,64% (23/36),47% (14/30),67% (6/9),18% (6/33),45% (10/22),50% (1/2),56% (37/66),29% (16/55),44% (53/121),5,3,67% (6/9),10% (1/10),37% (7/19),[],"['1', '3']",[],[],[],2.38
10.09.2024,Vandecasteele Q.,2,,,,,,3,7,54%,77% (30/39),52% (17/33),88% (7/8),47% (18/38),40% (12/30),57% (4/7),65% (47/72),44% (30/68),55% (77/140),7,0,90% (9/10),40% (4/10),65% (13/20),"['2', '0', '3', '1', '6', '2']","['7', '5']",[],[],[],1.49
10.09.2024,Saville L.,0,,,,,,4,5,56%,53% (20/38),60% (18/30),43% (3/7),23% (9/39),48% (16/33),13% (1/8),56% (38/68),35% (25/72),45% (63/140),3,0,60% (6/10),10% (1/10),35% (7/20),"['1', '2']",[],[],[],[],2.53
30.07.2024,Nava E.,2,,,,,,20,2,69%,90% (28/31),64% (9/14),0% (0/0),0 km/h,0 km/h,33% (11/33),63% (15/24),43% (3/7),82% (37/45),46% (26/57),62% (63/102),7,0,100% (9/9),38% (3/8),71% (12/17),"['5', '3']","['3', '2', '5', '2']",[],[],[],1.19
30.07.2024,Saville L.,0,,,,,,2,2,58%,67% (22/33),38% (9/24),57% (4/7),0 km/h,0 km/h,10% (3/31),36% (5/14),0% (0/0),54% (31/57),18% (8/45),38% (39/102),3,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],4.50
21.07.2024,Zheng M.,2,,,,,,6,3,46%,86% (19/22),62% (16/26),100% (1/1),44% (16/36),53% (10/19),40% (4/10),73% (35/48),47% (26/55),59% (61/103),8,0,100% (8/8),50% (4/8),75% (12/16),"['4', '3', '6', '3']","['2', '0', '5', '1']",[],[],[],1.69
21.07.2024,Saville L.,0,,,,,,0,3,65%,56% (20/36),47% (9/19),60% (6/10),14% (3/22),38% (10/26),0% (0/1),53% (29/55),27% (13/48),41% (42/103),2,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],2.09
11.07.2024,Adams H.,2,,,,,,"['1', '0', '6', '3']","['3', '1', '7', '5']",[],[],[],2.50
11.07.2024,Saville L.,0,,,,,,[],"['2', '3']",[],[],[],1.49
10.07.2024,Saville L.,1,,,,,,"['2', '0', '4', '0']","['3', '2']",[],[],[],1.46
10.07.2024,Martin D.,0,,,,,,[],[],[],[],[],2.59
22.06.2024,Marterer M.,2,,,,,,10,1,63%,84% (31/37),55% (12/22),50% (1/2),26% (10/38),67% (12/18),75% (3/4),27,9,79% (11/14),73% (43/59),39% (22/56),57% (65/115),8,0,91% (10/11),30% (3/10),62% (13/21),"['2', '0']","['2', '3', '6', '5']",[],[],[],1.22
22.06.2024,Saville L.,0,,,,,,3,1,68%,74% (28/38),33% (6/18),25% (1/4),16% (6/37),45% (10/22),50% (1/2),21,11,71% (17/24),61% (34/56),27% (16/59),43% (50/115),2,0,70% (7/10),9% (1/11),38% (8/21),[],"['2', '0']",[],[],[],4.06
10.06.2024,Searle H.,2,,,,,,13,4,62%,87% (33/38),61% (14/23),0% (0/1),40% (22/55),39% (11/28),29% (2/7),77% (47/61),40% (33/83),56% (80/144),9,0,91% (10/11),18% (2/11),55% (12/22),"['1', '0']","['2', '3']",[],[],[],1.29
10.06.2024,Saville L.,0,,,,,,2,1,66%,60% (33/55),61% (17/28),71% (5/7),13% (5/38),39% (9/23),100% (1/1),60% (50/83),23% (14/61),44% (64/144),1,0,82% (9/11),9% (1/11),45% (10/22),[],"['2', '0']",[],[],[],3.43
09.06.2024,Saville L.,2,,,,,,4,1,80%,75% (42/56),50% (7/14),50% (1/2),30% (12/40),48% (11/23),100% (2/2),68% (45/66),35% (19/55),53% (64/121),7,0,89% (8/9),22% (2/9),56% (10/18),"['2', '0']","['2', '1', '5', '2', '6', '2']",[],[],[],1.95
09.06.2024,Hussey G.,0,,,,,,5,5,63%,70% (28/40),52% (12/23),0% (0/2),25% (14/56),50% (7/14),50% (1/2),65% (36/55),32% (21/66),47% (57/121),3,1,78% (7/9),11% (1/9),44% (8/18),"['1', '2']",[],[],[],[],1.79
