Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,95/72,0/1,81/51,14/20,-,-
2024,13/10,-,8/3,5/7,-,-
2023,21/14,-,21/14,-,-,-
2022,27/20,0/1,24/13,3/6,-,-
2021,18/16,-,12/11,6/5,-,-
2020,14/8,-,14/8,-,-,-
2018,0/1,-,-,0/1,-,-
2017,2/3,-,2/2,0/1,-,-
