Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,295/197,80/58,174/110,17/11,21/13,3/5
2024,9/21,5/6,3/12,-,1/3,-
2023,30/21,3/4,17/12,3/1,6/3,1/1
2022,10/17,-,7/13,3/4,-,-
2021,11/10,3/4,7/5,-,1/1,-
2020,34/13,7/3,21/9,5/0,-,1/1
2019,49/23,5/5,36/13,1/2,6/2,1/1
2018,37/26,2/6,25/14,4/2,6/2,0/2
2017,49/29,17/10,30/15,1/2,1/2,-
2016,34/18,15/7,19/11,-,-,-
2015,17/10,11/6,6/4,-,-,-
2014,6/4,3/2,3/2,-,-,-
2013,9/5,9/5,-,-,-,-
