Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,95/56,20/12,63/39,5/2,-,7/3
2024,18/7,5/2,8/4,-,-,5/1
2023,12/10,6/4,4/4,-,-,2/2
2022,35/15,4/2,26/11,5/2,-,-
2021,20/15,5/3,15/12,-,-,-
2020,4/3,-,4/3,-,-,-
2019,6/6,0/1,6/5,-,-,-
