Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,128/106,50/52,61/35,15/19,-,2/0
2024,43/23,10/7,31/13,2/3,-,-
2023,31/31,8/12,11/10,12/9,-,-
2022,35/28,16/16,16/9,1/3,-,2/0
2021,11/12,9/10,2/1,0/1,-,-
2020,6/8,5/4,1/2,0/2,-,-
2019,2/3,2/3,-,-,-,-
2018,0/1,-,-,0/1,-,-
