Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,164/147,94/80,21/23,49/44,-,-
2024,20/20,18/14,1/4,1/2,-,-
2023,26/25,7/8,2/2,17/15,-,-
2022,25/25,7/12,1/2,17/11,-,-
2021,28/19,18/11,4/3,6/5,-,-
2020,9/7,8/5,1/1,0/1,-,-
2019,21/13,16/8,2/1,3/4,-,-
2018,24/24,15/13,4/5,5/6,-,-
2017,7/7,1/2,6/5,-,-,-
2016,4/5,4/5,-,-,-,-
2015,0/2,0/2,-,-,-,-
