Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,106/133,13/23,93/108,0/2,-,-
2023,12/23,0/3,12/18,0/2,-,-
2022,14/21,0/7,14/14,-,-,-
2021,29/22,0/3,29/19,-,-,-
2020,13/16,-,13/16,-,-,-
2019,17/21,8/6,9/15,-,-,-
2018,14/10,4/2,10/8,-,-,-
2017,4/3,-,4/3,-,-,-
2016,3/12,1/2,2/10,-,-,-
2015,0/5,-,0/5,-,-,-
