Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,181/133,149/95,28/29,4/7,0/2,-
2024,35/22,31/16,4/5,-,0/1,-
2023,31/36,21/21,8/11,2/3,0/1,-
2022,53/28,39/18,12/6,2/4,-,-
2021,44/28,40/23,4/5,-,-,-
2020,12/7,12/7,-,-,-,-
2019,5/8,5/6,0/2,-,-,-
2017,1/4,1/4,-,-,-,-
