Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,200/113,162/70,23/23,13/11,2/9,-
2024,29/14,24/9,3/3,-,2/2,-
2023,22/12,18/7,1/2,3/3,-,-
2022,0/2,-,0/2,-,-,-
2021,30/20,24/11,6/5,-,0/4,-
2020,25/12,12/5,6/3,7/4,-,-
2019,22/15,21/11,0/1,1/2,0/1,-
2018,37/18,33/11,2/4,2/2,0/1,-
2017,24/12,24/11,-,-,0/1,-
2016,10/6,5/3,5/3,-,-,-
2015,1/2,1/2,-,-,-,-
