Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,27/39,7/11,17/26,0/1,2/1,1/0
2024,12/13,1/1,11/12,-,-,-
2023,12/20,4/4,6/14,0/1,2/1,-
2022,3/6,2/6,-,-,-,1/0
