Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,92/87,88/74,4/7,0/6,-,-
2024,36/25,32/21,4/4,-,-,-
2023,33/25,33/23,0/2,-,-,-
2022,18/22,18/20,0/1,0/1,-,-
2021,5/12,5/8,-,0/4,-,-
2020,0/3,0/2,-,0/1,-,-
