Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,169/131,61/51,98/67,1/6,9/7,-
2024,15/20,3/7,9/9,-,3/4,-
2023,40/33,19/12,15/17,0/1,6/3,-
2022,37/24,10/9,26/12,1/3,-,-
2021,30/22,6/9,24/13,-,-,-
2020,15/15,8/6,7/8,0/1,-,-
2019,25/12,8/3,17/8,0/1,-,-
2018,3/2,3/2,-,-,-,-
2017,0/1,0/1,-,-,-,-
2016,4/2,4/2,-,-,-,-
