Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,95/70,53/37,30/22,6/11,-,6/0
2024,27/18,25/15,1/1,1/2,-,-
2023,24/20,6/8,12/9,0/3,-,6/0
2022,14/13,4/4,8/6,2/3,-,-
2021,27/18,15/9,9/6,3/3,-,-
2020,3/1,3/1,-,-,-,-
