Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,66/61,19/28,47/33,-,-,-
2024,11/5,-,11/5,-,-,-
2023,0/1,-,0/1,-,-,-
2022,8/6,3/2,5/4,-,-,-
2021,12/8,3/1,9/7,-,-,-
2020,11/25,9/21,2/4,-,-,-
2019,15/9,-,15/9,-,-,-
2018,9/7,4/4,5/3,-,-,-
