Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,87/66,20/14,67/52,-,-,-
2024,4/1,-,4/1,-,-,-
2023,9/3,5/2,4/1,-,-,-
2022,4/2,-,4/2,-,-,-
2021,0/1,-,0/1,-,-,-
2018,15/10,1/1,14/9,-,-,-
2017,14/7,2/1,12/6,-,-,-
2016,21/14,6/3,15/11,-,-,-
2015,6/12,3/5,3/7,-,-,-
2014,14/8,3/2,11/6,-,-,-
2013,0/3,-,0/3,-,-,-
2012,0/3,-,0/3,-,-,-
2011,0/2,-,0/2,-,-,-
