Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF WOMEN - SINGLES :  W15 Haren (Netherlands),clay,header
05.09. 15:45,Blomqvist C.,1,3,6,2,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '2', '1']","['2', '0', '4', '0']",[],[],[],2.50
05.09. 15:45,Zhabrailova M.,2,6,1,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1', '2', '2', '4', '2']",[],"['4', '2', '6', '2']",[],[],1.51
ITF WOMEN - SINGLES :  W15 Malmo (Sweden),clay,header
25.08. 17:15,Blomqvist C.,2,6,6^1,7^7,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1', '2', '2', '4', '2', '6', '2']","['2', '0', '5', '1']","['1', '2', '4', '3', '6', '5']",[],[],6.15
25.08. 17:15,Houghton I.,1,2,7^7,6^3,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '2', '1']","['2', '5', '4', '5']","['2', '0', '4', '4', '6', '6']",[],[],1.11
24.08. 14:45,Blomqvist C.,2,7,2,7,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0', '5', '1', '7', '5']",[],"['1', '1', '2', '4', '4', '4', '5', '5', '7', '5']",[],[],3.43
24.08. 14:45,Tsygourova K.,1,5,6,5,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '5', '4', '5']","['2', '1', '4', '1']","['1', '0', '2', '1', '4', '1', '5', '4']",[],[],1.28
23.08. 16:50,Blomqvist C.,2,2,7^7,7^7,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['1', '0', '2', '3', '3', '4', '6', '5']","['2', '4', '3', '5', '5', '5', '6', '6']",[],[],4.42
23.08. 16:50,Svendsen J. C.,1,6,6^4,6^2,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0', '6', '2']","['1', '1', '3', '1', '4', '2', '6', '6']","['2', '1', '4', '1', '5', '2', '6', '5']",[],[],1.18
22.08. 19:30,Blomqvist C.,2,2,6,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1', '2', '2']","['1', '1', '4', '2']","['1', '0', '3', '2', '5', '2']",[],[],3.34
22.08. 19:30,Mack M.,1,6,3,4,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '2', '1', '3', '2', '5', '2']","['1', '0']","['2', '2', '3', '5']",[],[],1.30
21.08. 21:35,Blomqvist C.,2,6,1,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '1', '5', '2']","['1', '0']","['2', '0', '4', '4', '6', '4']",[],[],2.50
21.08. 21:35,Sziedat F.,1,2,6,4,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['1', '1', '3', '1', '5', '1']","['2', '3', '4', '3']",[],[],1.49
ITF WOMEN - SINGLES :  W15 Monastir 31 (Tunisia),hard,header
15.08. 13:25,Blomqvist C.,0,0,3,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[],"['3', '2']",[],[],[],8.80
15.08. 13:25,Abe H.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '0', '4', '0', '6', '0']","['3', '3', '5', '3']",[],[],[],1.04
14.08. 20:05,Blomqvist C.,2,6,6,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '3', '3', '4', '5', '4']","['1', '0', '2', '1', '4', '1', '5', '2']",[],[],[],2.17
14.08. 20:05,Atia M.,0,4,2,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['3', '1', '4', '2']","['1', '1', '2', '4']",[],[],[],1.64
ITF WOMEN - SINGLES :  W15 Savitaipale (Finland),clay,header
02.08. 14:05,Blomqvist C.,1,4,6,2,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '1', '4', '3']","['1', '0', '4', '3', '5', '4']","['2', '5']",[],[],6.90
02.08. 14:05,Girelli C.,2,6,4,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['2', '2', '4', '4', '6', '4']","['1', '1', '4', '4']","['2', '0', '4', '0', '6', '2']",[],[],1.08
01.08. 22:00,Blomqvist C.,2,3,6,6,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '0', '2', '1']","['2', '0', '4', '0']","['1', '0', '3', '4', '5', '4']",[],[],1.31
01.08. 22:00,Kotamaki M.,1,6,1,4,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['1', '1', '2', '2', '4', '2']",[],"['1', '1', '4', '2']",[],[],3.24
ITF WOMEN - SINGLES :  W15 Savitaipale (Finland),clay,header
