Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,37/34,28/28,8/4,1/2,-,-
2024,14/11,10/9,4/2,-,-,-
2023,20/19,16/16,4/2,0/1,-,-
2022,3/4,2/3,-,1/1,-,-
