Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,47/17,8/2,39/15,-,-,-
2024,4/4,-,4/4,-,-,-
2023,10/4,-,10/4,-,-,-
2022,14/5,8/2,6/3,-,-,-
2021,19/3,-,19/3,-,-,-
2019,0/1,-,0/1,-,-,-
