Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,34/38,30/31,4/6,0/1,-,-
2024,20/20,20/20,-,-,-,-
2023,13/17,9/10,4/6,0/1,-,-
2022,1/1,1/1,-,-,-,-
