Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,166/84,103/48,49/21,13/14,1/1,-
2024,34/15,30/10,3/3,0/1,1/1,-
2023,14/8,2/3,6/2,6/3,-,-
2022,28/20,14/11,12/5,2/4,-,-
2021,60/24,36/14,22/9,2/1,-,-
2020,17/8,12/6,4/1,1/1,-,-
2019,10/8,6/3,2/1,2/4,-,-
2018,3/1,3/1,-,-,-,-
