Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,155/77,55/35,67/20,28/18,1/2,4/2
2024,35/19,4/6,17/6,10/6,1/1,3/0
2023,38/26,16/12,8/2,13/9,0/1,1/2
2022,25/9,17/7,8/2,-,-,-
2021,47/15,14/6,28/6,5/3,-,-
2020,4/4,1/2,3/2,-,-,-
2019,6/4,3/2,3/2,-,-,-
