Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
WTA - SINGLES :  Beijing (China),hard,header
27.09. 10:35,Shnaider D.,2,6,6,,,,7,6,63%,71% (27/38),50% (11/22),67% (2/3),30% (8/27),76% (13/17),57% (4/7),6,63% (38/60),48% (21/44),57% (59/104),5,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '6', '2']","['2', '0', '5', '3']",[],[],[],1.33
27.09. 10:35,Kenin S.,0,2,3,,,,1,1,61%,70% (19/27),24% (4/17),43% (3/7),29% (11/38),50% (11/22),33% (1/3),5,52% (23/44),37% (22/60),43% (45/104),3,50% (4/8),11% (1/9),29% (5/17),[],"['2', '3']",[],[],[],3.37
WTA - SINGLES :  Seoul (South Korea),hard,header
21.09. 15:20,Shnaider D.,0,3,4,,,,1,3,74%,45% (19/42),27% (4/15),36% (4/11),49% (19/39),53% (9/17),50% (4/8),6,39% (21/54),51% (30/59),45% (51/113),2,30% (3/10),44% (4/9),37% (7/19),"['3', '1']","['1', '0', '2', '1', '4', '3']",[],[],[],1.59
21.09. 15:20,Kasatkina D.,2,6,6,,,,0,8,70%,51% (20/39),47% (8/17),50% (4/8),55% (23/42),73% (11/15),64% (7/11),5,49% (29/59),61% (33/54),55% (62/113),5,56% (5/9),70% (7/10),63% (12/19),"['2', '3', '4', '3', '6', '3']","['1', '1', '3', '3', '4', '4', '6', '4']",[],[],[],2.40
21.09. 11:35,Shnaider D.,2,7^9,6,,,,1,4,60%,59% (26/44),59% (17/29),56% (5/9),38% (10/26),49% (18/37),56% (5/9),5,59% (43/73),44% (28/63),52% (71/136),4,64% (7/11),50% (5/10),57% (12/21),"['2', '3', '4', '3']","['2', '0', '3', '1', '5', '1']",[],[],[],2.00
21.09. 11:35,Kostyuk M.,0,6^7,3,,,,1,11,41%,62% (16/26),51% (19/37),44% (4/9),41% (18/44),41% (12/29),44% (4/9),5,56% (35/63),41% (30/73),48% (65/136),3,50% (5/10),36% (4/11),43% (9/21),"['3', '1', '5', '5']","['1', '2', '2', '5']",[],[],[],1.83
18.09. 10:35,Shnaider D.,2,6,6,,,,0,1,67%,74% (26/35),65% (11/17),80% (4/5),22% (6/27),78% (18/23),57% (4/7),9,71% (37/52),48% (24/50),60% (61/102),3,89% (8/9),44% (4/9),67% (12/18),"['5', '3']","['2', '1', '3', '2', '6', '3']",[],[],[],1.02
18.09. 10:35,Zhao C.,0,3,3,,,,2,12,54%,78% (21/27),22% (5/23),43% (3/7),26% (9/35),35% (6/17),20% (1/5),6,52% (26/50),29% (15/52),40% (41/102),1,56% (5/9),11% (1/9),33% (6/18),[],"['2', '2']",[],[],[],14.50
WTA - SINGLES :  US Open (USA),hard,header
02.09. 21:45,Shnaider D.,0,4,2,,,,1,3,63%,59% (26/44),38% (10/26),50% (5/10),20% (7/35),61% (19/31),22% (2/9),14,27,73% (8/11),6,51% (36/70),39% (26/66),46% (62/136),2,44% (4/9),22% (2/9),33% (6/18),2037,"['2', '2', '3', '5']",[],[],[],[],2.77
02.09. 21:45,Pegula J.,2,6,6,,,,6,2,53%,80% (28/35),39% (12/31),78% (7/9),41% (18/44),62% (16/26),50% (5/10),22,23,44% (4/9),5,61% (40/66),49% (34/70),54% (74/136),3,78% (7/9),56% (5/9),67% (12/18),2021,"['2', '1', '3', '2', '5', '2']","['2', '1', '5', '2']",[],[],[],1.46
31.08. 22:45,Shnaider D.,2,6,6,,,,2,2,80%,75% (27/36),44% (4/9),0% (0/1),45% (19/42),77% (10/13),63% (5/8),31,20,70% (7/10),6,69% (31/45),53% (29/55),60% (60/100),4,88% (7/8),63% (5/8),75% (12/16),1852,"['2', '0', '3', '1', '6', '2']","['4', '2', '6', '2']",[],[],[],1.09
31.08. 22:45,Errani S.,0,2,2,,,,0,3,76%,55% (23/42),23% (3/13),38% (3/8),25% (9/36),56% (5/9),100% (1/1),10,15,79% (11/14),4,47% (26/55),31% (14/45),40% (40/100),1,38% (3/8),13% (1/8),25% (4/16),1874,"['1', '2']",[],[],[],[],7.60
29.08. 20:40,Shnaider D.,2,6,6,,,,3,4,67%,74% (32/43),57% (12/21),100% (1/1),29% (10/34),47% (16/34),50% (2/4),27,23,63% (5/8),5,69% (44/64),38% (26/68),53% (70/132),3,100% (10/10),20% (2/10),60% (12/20),1911,"['2', '1']","['2', '1']",[],[],[],1.28
29.08. 20:40,Tauson C.,0,4,4,,,,7,4,50%,71% (24/34),53% (18/34),50% (2/4),26% (11/43),43% (9/21),0% (0/1),23,28,67% (10/15),5,62% (42/68),31% (20/64),47% (62/132),1,80% (8/10),0% (0/10),40% (8/20),2202,[],[],[],[],[],3.82
