Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,363/236,103/86,197/88,52/51,11/11,-
2024,28/16,20/9,8/6,-,0/1,-
2023,26/22,9/9,12/9,2/2,3/2,-
2022,38/28,4/7,27/13,4/6,3/2,-
2021,26/25,17/18,5/4,3/2,1/1,-
2020,16/17,5/7,3/7,8/3,-,-
2019,34/27,7/7,21/14,4/4,2/2,-
2018,28/14,5/2,19/7,4/5,-,-
2017,21/3,1/1,20/1,0/1,-,-
2016,39/15,9/6,26/3,4/6,-,-
2015,22/27,5/7,9/9,6/8,2/3,-
2014,45/27,21/11,11/5,13/11,-,-
2013,31/8,-,27/5,4/3,-,-
2012,9/7,0/2,9/5,-,-,-
