Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,138/90,52/38,37/21,44/27,-,5/4
2024,5/4,1/2,4/2,-,-,-
2023,4/5,1/3,3/1,-,-,0/1
2022,1/1,-,-,1/1,-,-
2021,13/10,5/5,6/4,2/1,-,-
2020,17/6,4/1,6/2,7/3,-,-
2019,25/17,18/9,5/4,1/3,-,1/1
2018,31/19,11/7,13/7,7/3,-,0/2
2017,11/12,1/4,0/1,9/7,-,1/0
2016,23/11,8/5,-,12/6,-,3/0
2015,8/4,3/1,-,5/3,-,-
2014,0/1,0/1,-,-,-,-
