Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,326/265,125/137,190/118,11/10,-,-
2024,14/12,2/1,8/9,4/2,-,-
2023,30/21,2/3,27/17,1/1,-,-
2022,28/19,2/4,26/15,-,-,-
2021,23/20,3/6,20/14,-,-,-
2020,45/49,30/40,15/9,-,-,-
2019,46/22,12/10,34/12,-,-,-
2018,37/26,9/10,26/13,2/3,-,-
2017,25/25,24/22,1/2,0/1,-,-
2016,31/28,17/17,10/8,4/3,-,-
2015,24/25,10/14,14/11,-,-,-
2014,13/9,9/7,4/2,-,-,-
2013,8/8,5/3,3/5,-,-,-
2012,2/1,-,2/1,-,-,-
