Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,150/104,131/89,19/15,-,-,-
2024,5/5,4/4,1/1,-,-,-
2023,29/25,29/25,-,-,-,-
2022,54/28,49/26,5/2,-,-,-
2021,30/18,26/15,4/3,-,-,-
2020,10/6,6/4,4/2,-,-,-
2016,0/1,0/1,-,-,-,-
2014,12/7,11/6,1/1,-,-,-
2013,3/5,2/3,1/2,-,-,-
2012,7/9,4/5,3/4,-,-,-
