Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,197/128,49/40,121/74,5/4,10/7,12/3
2024,24/20,6/6,11/11,-,7/3,-
2023,41/24,5/6,28/16,-,2/2,6/0
2022,21/15,6/4,12/10,-,-,3/1
2021,23/17,3/5,19/10,-,1/2,-
2020,27/14,4/4,20/9,-,-,3/1
2019,35/17,10/4,23/10,2/2,-,0/1
2018,9/9,4/4,4/4,1/1,-,-
2017,17/11,11/6,4/4,2/1,-,-
2016,0/1,0/1,-,-,-,-
