Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
WTA - SINGLES :  US Open (USA),hard,header
28.08. 02:05,Fernandez L.,1,6,4,5,,,4,6,56%,64% (35/55),45% (20/44),57% (8/14),34% (24/70),63% (26/41),32% (6/19),31,28,63% (15/24),7,56% (55/99),45% (50/111),50% (105/210),4,60% (9/15),40% (6/15),50% (15/30),"['2', '0', '4', '2', '6', '2']","['1', '1', '3', '1', '4', '4']",[],[],[],1.54
28.08. 02:05,Potapova A.,2,2,6,7,,,3,6,63%,66% (46/70),37% (15/41),68% (13/19),36% (20/55),55% (24/44),43% (6/14),32,34,55% (6/11),9,55% (61/111),44% (44/99),50% (105/210),3,60% (9/15),40% (6/15),50% (15/30),"['1', '2']","['1', '0', '2', '3', '4', '3', '5', '4']","['6', '5']",[],[],2.51
WTA - SINGLES :  Cleveland (USA),hard,header
21.08. 00:20,Fernandez L.,1,6,6^2,2,,,3,11,56%,59% (39/66),31% (16/52),59% (10/17),42% (21/50),55% (16/29),88% (7/8),5,47% (55/118),47% (37/79),47% (92/197),4,50% (7/14),54% (7/13),52% (14/27),"['2', '0', '4', '0', '5', '1']","['1', '0', '2', '1', '5', '4']","['1', '5']",[],[],1.29
13.02. 17:40,Badosa P.,1,6,2,3,,,5,10,56%,67% (33/49),41% (16/39),73% (11/15),37% (19/52),50% (9/18),44% (4/9),10,56% (49/88),40% (28/70),49% (77/158),6,64% (7/11),33% (4/12),48% (11/23),"['1', '0', '3', '0', '5', '0']","['2', '5']",[],[],[],2.12
12.02. 17:40,Fernandez L.,2,7,7^7,,,,1,5,66%,68% (40/59),43% (13/30),75% (6/8),28% (14/50),59% (19/32),50% (3/6),9,60% (53/89),40% (33/82),50% (86/171),5,83% (10/12),25% (3/12),54% (13/24),"['2', '0', '7', '5']","['2', '0']",[],[],[],2.78
12.02. 17:40,Samsonova L.,0,5,6^4,,,,3,5,61%,72% (36/50),41% (13/32),50% (3/6),32% (19/59),57% (17/30),25% (2/8),6,60% (49/82),40% (36/89),50% (85/171),3,75% (9/12),17% (2/12),46% (11/24),"['1', '2']","['4', '5']",[],[],[],1.46
WTA - SINGLES :  Australian Open (Australia),hard,header
17.01. 08:40,Fernandez L.,0,5,4,,,,0,3,71%,65% (31/48),50% (10/20),67% (6/9),30% (13/44),44% (14/32),20% (1/5),9,18,83% (5/6),4,60% (41/68),36% (27/76),47% (68/144),3,73% (8/11),9% (1/11),41% (9/22),"['3', '1']",[],[],[],[],1.14
17.01. 08:40,Parks A.,2,7,6,,,,13,5,58%,70% (31/44),56% (18/32),80% (4/5),35% (17/48),50% (10/20),33% (3/9),30,39,43% (6/14),6,64% (49/76),40% (27/68),53% (76/144),5,91% (10/11),27% (3/11),59% (13/22),"['4', '5', '6', '5']","['2', '1']",[],[],[],5.80
14.01. 05:45,Fernandez L.,2,7^7,6,,,,2,2,69%,71% (32/45),45% (9/20),50% (2/4),49% (21/43),52% (14/27),44% (4/9),27,26,82% (14/17),6,63% (41/65),50% (35/70),56% (76/135),4,80% (8/10),40% (4/10),60% (12/20),"['1', '0']","['1', '1', '4', '2', '6', '2']",[],[],[],1.26
14.01. 05:45,Bejlek S.,0,6^5,2,,,,0,1,61%,51% (22/43),48% (13/27),56% (5/9),29% (13/45),55% (11/20),50% (2/4),17,22,44% (4/9),5,50% (35/70),37% (24/65),44% (59/135),3,60% (6/10),20% (2/10),40% (8/20),"['3', '3']","['1', '0']",[],[],[],4.01
WTA - SINGLES :  United Cup (Australia),hard,header
03.01. 14:00,Fernandez L.,0,6^2,3,,,,1,3,70%,58% (32/55),50% (12/24),73% (8/11),29% (16/56),47% (15/32),17% (2/12),5,56% (44/79),35% (31/88),45% (75/167),3,70% (7/10),18% (2/11),43% (9/21),"['2', '0']","['2', '1']",[],[],[],2.11
03.01. 14:00,Sakkari M.,2,7^7,6,,,,6,3,64%,71% (40/56),53% (17/32),83% (10/12),42% (23/55),50% (12/24),27% (3/11),7,65% (57/88),44% (35/79),55% (92/167),5,82% (9/11),30% (3/10),57% (12/21),"['1', '2']","['3', '3', '5', '3']",[],[],[],1.74
31.12.2023,Fernandez L.,2,6,6,,,,0,1,79%,67% (22/33),67% (6/9),0% (0/2),55% (23/42),63% (5/8),100% (5/5),8,67% (28/42),56% (28/50),61% (56/92),3,78% (7/9),63% (5/8),71% (12/17),"['2', '0', '3', '1', '6', '2']","['2', '2', '5', '3']",[],[],[],1.02
31.12.2023,Seguel D.,0,2,3,,,,0,1,84%,45% (19/42),38% (3/8),0% (0/5),33% (11/33),33% (3/9),100% (2/2),5,44% (22/50),33% (14/42),39% (36/92),2,38% (3/8),22% (2/9),29% (5/17),"['1', '2']","['1', '0']",[],[],[],16.40
WTA - SINGLES :  Billie Jean King Cup - World Group (World) - Play Offs,-,header
12.11.2023,Fernandez L.,2,6,6,,,,0,4,48%,55% (16/29),58% (18/31),50% (2/4),47% (22/47),70% (14/20),55% (6/11),24,20,60% (9/15),7,57% (34/60),55% (37/67),56% (71/127),4,75% (6/8),67% (6/9),71% (12/17),"['1', '0', '3', '2', '5', '2']","['2', '1', '5', '2', '6', '3']",[],[],[],1.54
12.11.2023,Paolini J.,0,2,3,,,,0,2,70%,51% (24/47),30% (6/20),45% (5/11),45% (13/29),42% (13/31),50% (2/4),10,29,60% (9/15),5,45% (30/67),43% (26/60),43% (55/127),2,33% (3/9),25% (2/8),29% (5/17),"['2', '2']","['3', '5']",[],[],[],2.49
11.11.2023,Fernandez L.,2,6,2,6,,,0,8,74%,63% (41/65),43% (10/23),69% (9/13),42% (19/45),44% (12/27),56% (5/9),27,41,8% (2/25),8,58% (51/88),43% (31/72),51% (82/160),4,69% (9/13),42% (5/12),56% (14/25),"['2', '0', '4', '0', '6', '2']",[],"['1', '1', '3', '1']",[],[],3.26
11.11.2023,Vondrousova M.,1,2,6,3,,,1,7,63%,58% (26/45),56% (15/27),44% (4/9),37% (24/65),57% (13/23),31% (4/13),19,22,0% (0/17),7,57% (41/72),42% (37/88),49% (78/160),4,58% (7/12),31% (4/13),44% (11/25),"['1', '4']","['1', '0', '3', '0']","['1', '0']",[],[],1.34
WTA - SINGLES :  Billie Jean King Cup - World Group (World),-,header
10.11.2023,Fernandez L.,2,6,6,,,,2,2,74%,74% (23/31),73% (8/11),67% (2/3),56% (30/54),44% (12/27),50% (5/10),28,24,0% (0/2),7,74% (31/42),52% (42/81),59% (73/123),3,88% (7/8),56% (5/9),71% (12/17),"['1', '0', '3', '0', '4', '1']","['1', '0', '6', '3']",[],[],[],1.50
10.11.2023,Linette M.,0,2,3,,,,1,2,67%,44% (24/54),56% (15/27),50% (5/10),26% (8/31),27% (3/11),33% (1/3),10,28,0% (0/2),3,48% (39/81),26% (11/42),41% (50/123),1,44% (4/9),13% (1/8),29% (5/17),"['1', '3']",[],[],[],[],2.61
09.11.2023,Fernandez L.,2,7^10,7^9,,,,3,3,68%,57% (38/67),50% (16/32),71% (10/14),36% (21/59),70% (23/33),50% (4/8),23,30,6,55% (54/99),48% (44/92),51% (98/191),3,67% (8/12),33% (4/12),50% (12/24),"['2', '2', '6', '6']","['2', '3', '4', '5']",[],[],[],1.73
09.11.2023,Sorribes Tormo S.,0,6^8,6^7,,,,1,5,64%,61% (36/59),36% (12/33),50% (4/8),51% (34/67),34% (11/32),29% (4/14),29,25,7,52% (48/92),45% (45/99),49% (93/191),2,67% (8/12),33% (4/12),50% (12/24),"['2', '1', '6', '5']","['3', '1', '4', '2']",[],[],[],2.11
WTA - SINGLES :  Nanchang (China),hard,header
21.10.2023,Fernandez L.,0,5,4,,,,1,6,68%,53% (31/58),37% (10/27),63% (12/19),42% (25/60),59% (17/29),38% (5/13),9,48% (41/85),47% (42/89),48% (83/174),3,36% (4/11),45% (5/11),41% (9/22),"['2', '4', '4', '4', '5', '5']","['2', '0', '3', '1']",[],[],[],1.54
21.10.2023,Siniakova K.,2,7,6,,,,3,7,67%,58% (35/60),41% (12/29),62% (8/13),47% (27/58),63% (17/27),37% (7/19),6,53% (47/89),52% (44/85),52% (91/174),4,55% (6/11),64% (7/11),59% (13/22),"['2', '1', '4', '1', '5', '4', '6', '5']","['1', '2', '2', '3', '4', '3']",[],[],[],2.51
20.10.2023,Fernandez L.,2,6,6,,,,4,3,70%,67% (31/46),50% (10/20),60% (3/5),38% (13/34),64% (9/14),57% (4/7),7,62% (41/66),46% (22/48),55% (63/114),3,80% (8/10),44% (4/9),63% (12/19),"['2', '0']","['1', '0', '2', '1', '4', '3']",[],[],[],1.50
20.10.2023,Sasnovich A.,0,3,4,,,,1,1,71%,62% (21/34),36% (5/14),43% (3/7),33% (15/46),50% (10/20),40% (2/5),8,54% (26/48),38% (25/66),45% (51/114),2,56% (5/9),20% (2/10),37% (7/19),[],"['1', '1', '2', '2']",[],[],[],2.63
20.10.2023,Fernandez L.,2,6,6,,,,2,2,66%,69% (24/35),33% (6/18),60% (3/5),48% (16/33),63% (12/19),60% (6/10),7,57% (30/53),54% (28/52),55% (58/105),7,75% (6/8),67% (6/9),71% (12/17),"['2', '1', '5', '4']","['1', '0', '3', '0', '5', '0', '6', '1']",[],[],[],1.08
20.10.2023,You X.,0,4,1,,,,2,3,63%,52% (17/33),37% (7/19),40% (4/10),31% (11/35),67% (12/18),40% (2/5),6,46% (24/52),43% (23/53),45% (47/105),2,33% (3/9),25% (2/8),29% (5/17),"['4', '4']","['1', '5']",[],[],[],8.00
17.10.2023,Fernandez L.,2,6,6,,,,3,3,64%,67% (24/36),50% (10/20),67% (4/6),47% (22/47),75% (18/24),46% (6/13),6,61% (34/56),56% (40/71),58% (74/127),6,75% (6/8),75% (6/8),75% (12/16),"['2', '0', '5', '1']","['1', '0', '3', '0', '5', '2', '6', '3']",[],[],[],1.09
17.10.2023,Guo H.,0,1,3,,,,1,4,66%,53% (25/47),25% (6/24),54% (7/13),33% (12/36),50% (10/20),33% (2/6),7,44% (31/71),39% (22/56),42% (53/127),2,25% (2/8),25% (2/8),25% (4/16),[],"['1', '3', '3', '5']",[],[],[],8.01
WTA - SINGLES :  Hong Kong (Hong Kong),hard,header
15.10.2023,Fernandez L.,2,3,6,6,,,3,4,68%,60% (45/75),47% (17/36),72% (13/18),44% (24/54),39% (14/36),36% (5/14),6,56% (62/111),42% (38/90),50% (100/201),4,67% (10/15),36% (5/14),52% (15/29),[],"['1', '0', '3', '0']","['1', '0', '4', '3', '5', '4']",[],[],1.41
15.10.2023,Siniakova K.,1,6,4,4,,,7,2,60%,56% (30/54),61% (22/36),64% (9/14),40% (30/75),53% (19/36),28% (5/18),6,58% (52/90),44% (49/111),50% (101/201),3,64% (9/14),33% (5/15),48% (14/29),"['2', '1', '6', '3']","['2', '4']","['3', '3', '4', '4']",[],[],2.94
14.10.2023,Fernandez L.,2,6,7,,,,8,1,75%,69% (29/42),71% (10/14),0% (0/1),31% (12/39),88% (15/17),44% (4/9),9,70% (39/56),48% (27/56),59% (66/112),5,90% (9/10),40% (4/10),65% (13/20),"['3', '1', '6', '2']","['2', '0', '7', '5']",[],[],[],1.36
14.10.2023,Blinkova A.,0,2,5,,,,4,4,70%,69% (27/39),12% (2/17),56% (5/9),31% (13/42),29% (4/14),100% (1/1),5,52% (29/56),30% (17/56),41% (46/112),3,60% (6/10),10% (1/10),35% (7/20),[],"['3', '4']",[],[],[],3.20
13.10.2023,Fernandez L.,2,7^7,6,,,,5,1,77%,76% (37/49),60% (9/15),80% (4/5),39% (16/41),48% (14/29),43% (3/7),8,72% (46/64),43% (30/70),57% (76/134),3,90% (9/10),30% (3/10),60% (12/20),"['1', '0']","['3', '1', '6', '2']",[],[],[],1.45
13.10.2023,Fruhvirtova L.,0,6^2,2,,,,3,1,59%,61% (25/41),52% (15/29),57% (4/7),24% (12/49),40% (6/15),20% (1/5),5,57% (40/70),28% (18/64),43% (58/134),3,70% (7/10),10% (1/10),40% (8/20),"['2', '2']",[],[],[],[],2.77
12.10.2023,Fernandez L.,2,3,6,6,,,4,3,64%,65% (34/52),48% (14/29),50% (4/8),46% (29/63),57% (13/23),55% (6/11),8,59% (48/81),49% (42/86),54% (90/167),5,69% (9/13),50% (6/12),60% (15/25),[],"['1', '0', '4', '1', '6', '1']","['1', '1', '3', '1', '5', '1']",[],[],2.53
12.10.2023,Andreeva M.,1,6,1,3,,,4,0,73%,54% (34/63),43% (10/23),45% (5/11),35% (18/52),52% (15/29),50% (4/8),9,51% (44/86),41% (33/81),46% (77/167),3,50% (6/12),31% (4/13),40% (10/25),"['2', '1', '6', '3']",[],"['1', '0', '2', '5']",[],[],1.43
10.10.2023,Azarenka V.,1,6,3,0,,,4,5,59%,73% (19/26),39% (7/18),0% (0/3),39% (18/46),65% (11/17),50% (4/8),6,59% (26/44),46% (29/63),51% (55/107),3,63% (5/8),44% (4/9),53% (9/17),"['1', '0', '3', '0', '4', '1']","['1', '2']",[],[],[],1.63
10.10.2023,Fernandez L.,1,2,6,0,,,3,6,73%,61% (28/46),35% (6/17),50% (4/8),27% (7/26),61% (11/18),100% (3/3),5,54% (34/63),41% (18/44),49% (52/107),3,56% (5/9),38% (3/8),47% (8/17),"['1', '3']","['2', '0', '5', '3']",[],[],[],2.29
WTA - SINGLES :  Beijing (China) - Qualification,hard,header
29.09.2023,Fernandez L.,0,4,3,,,,1,7,56%,60% (21/35),37% (10/27),50% (5/10),37% (15/41),53% (10/19),33% (2/6),6,50% (31/62),42% (25/60),46% (56/122),2,50% (5/10),22% (2/9),37% (7/19),"['3', '1']","['3', '5']",[],[],[],1.35
29.09.2023,Lys E.,2,6,6,,,,0,5,68%,63% (26/41),47% (9/19),67% (4/6),40% (14/35),63% (17/27),50% (5/10),5,58% (35/60),50% (31/62),54% (66/122),7,78% (7/9),50% (5/10),63% (12/19),"['2', '3', '5', '4']","['1', '0', '3', '0', '6', '3']",[],[],[],3.06
WTA - SINGLES :  Guadalajara (Mexico),hard,header
22.09.2023,Fernandez L.,1,4,7^8,1,,,15,8,52%,74% (35/47),35% (15/43),14% (1/7),37% (27/73),50% (28/56),38% (3/8),5,56% (50/90),43% (55/129),48% (105/219),3,57% (8/14),20% (3/15),38% (11/29),"['2', '2']","['1', '1', '4', '2']",[],[],[],1.91
22.09.2023,Kenin S.,2,6,6^6,6,,,6,14,57%,63% (46/73),50% (28/56),63% (5/8),26% (12/47),65% (28/43),86% (6/7),6,57% (74/129),44% (40/90),52% (114/219),5,80% (12/15),43% (6/14),62% (18/29),"['1', '0', '3', '2']","['1', '0', '4', '5']","['2', '0', '4', '0']",[],[],1.91
21.09.2023,Fernandez L.,2,6,6,,,,2,0,66%,82% (27/33),59% (10/17),100% (1/1),32% (8/25),58% (14/24),60% (3/5),13,74% (37/50),45% (22/49),60% (59/99),5,100% (9/9),38% (3/8),71% (12/17),"['4', '2', '6', '2']","['3', '1']",[],[],[],1.82
21.09.2023,Navarro E.,0,2,3,,,,1,1,51%,68% (17/25),42% (10/24),40% (2/5),18% (6/33),41% (7/17),0% (0/1),6,55% (27/49),26% (13/50),40% (40/99),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.02
20.09.2023,Fernandez L.,2,6,6,,,,3,5,48%,78% (21/27),55% (16/29),67% (4/6),31% (11/36),74% (20/27),36% (4/11),11,66% (37/56),49% (31/63),56% (67/119),5,80% (8/10),44% (4/9),63% (12/19),"['2', '2', '4', '2']","['2', '1', '4', '3']",[],[],[],1.99
20.09.2023,Mertens E.,0,3,4,,,,3,8,57%,69% (25/36),26% (7/27),64% (7/11),22% (6/27),45% (13/29),33% (2/6),6,51% (32/63),34% (19/56),43% (51/119),2,56% (5/9),20% (2/10),37% (7/19),"['1', '0']","['2', '2']",[],[],[],1.82
18.09.2023,Fernandez L.,2,6,6,,,,3,5,67%,93% (26/28),50% (7/14),0% (0/0),30% (8/27),64% (14/22),57% (4/7),10,79% (33/42),45% (22/49),60% (55/91),5,100% (8/8),50% (4/8),75% (12/16),"['3', '1', '5', '1']","['2', '1', '6', '3']",[],[],[],1.14
18.09.2023,Muhammad A.,0,1,3,,,,1,3,55%,70% (19/27),36% (8/22),43% (3/7),7% (2/28),50% (7/14),0% (0/0),4,55% (27/49),21% (9/42),40% (36/91),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],6.05
WTA - SINGLES :  San Diego (USA),hard,header
13.09.2023,Fernandez L.,1,3,7,2,,,1,12,49%,63% (31/49),39% (20/51),42% (5/12),34% (21/62),61% (17/28),57% (4/7),5,51% (51/100),42% (38/90),47% (89/190),3,53% (8/15),29% (4/14),41% (12/29),"['2', '2']","['2', '1', '3', '4', '6', '5']",[],[],[],2.14
13.09.2023,Haddad Maia B.,2,6,5,6,,,3,1,69%,66% (41/62),39% (11/28),43% (3/7),37% (18/49),61% (31/51),58% (7/12),7,58% (52/90),49% (49/100),53% (101/190),5,71% (10/14),47% (7/15),59% (17/29),"['2', '1', '4', '3', '6', '3']","['2', '2', '4', '2']","['3', '1', '6', '2']",[],[],1.71
WTA - SINGLES :  US Open (USA),hard,header
29.08.2023,Fernandez L.,1,6^4,7,4,,,1,7,69%,56% (48/86),42% (16/38),60% (12/20),36% (25/70),56% (27/48),44% (7/16),26,35,25% (3/12),6,52% (64/123),45% (53/119),48% (116/242),4,59% (10/17),41% (7/17),50% (17/34),4177,"['3', '1', '4', '2']","['2', '3', '5', '4', '6', '5']","['2', '3', '4', '3']",[],[],2.02
29.08.2023,Alexandrova E.,2,7^7,5,6,,,1,5,59%,64% (45/70),44% (21/48),56% (9/16),44% (38/86),58% (22/38),40% (8/20),35,46,92% (12/13),6,55% (66/119),48% (59/123),52% (126/242),3,59% (10/17),41% (7/17),50% (17/34),3429,"['2', '3', '3', '4']","['3', '1', '5', '5']","['2', '0', '4', '4', '6', '4']",[],[],1.82
WTA - SINGLES :  Cleveland (USA),hard,header
25.08.2023,Fernandez L.,0,3,2,,,,0,2,67%,51% (20/39),37% (7/19),29% (2/7),23% (6/26),47% (9/19),50% (2/4),5,47% (27/58),33% (15/45),41% (42/103),2,38% (3/8),22% (2/9),29% (5/17),"['2', '1', '3', '4']",[],[],[],[],1.45
25.08.2023,Maria T.,2,6,6,,,,2,1,58%,77% (20/26),53% (10/19),50% (2/4),49% (19/39),63% (12/19),71% (5/7),8,67% (30/45),53% (31/58),59% (61/103),4,78% (7/9),63% (5/8),71% (12/17),"['2', '2', '4', '2', '5', '3']","['1', '0', '5', '2']",[],[],[],2.77
23.08.2023,Fernandez L.,1,6,,,,,0,1,71%,100% (10/10),50% (2/4),0% (0/0),38% (3/8),100% (10/10),100% (3/3),7,86% (12/14),72% (13/18),78% (25/32),6,100% (3/3),100% (3/3),100% (6/6),"['1', '0', '3', '0', '5', '0']",[],[],[],[],1.71
23.08.2023,Tauson C.,0,0,,,,,1,2,44%,63% (5/8),0% (0/10),0% (0/3),20% (2/10),50% (2/4),0% (0/0),2,28% (5/18),14% (2/14),22% (7/32),0,0% (0/3),0% (0/3),0% (0/6),[],[],[],[],[],2.15
21.08.2023,Fernandez L.,2,6,6,,,,4,3,60%,76% (19/25),65% (11/17),100% (3/3),46% (12/26),74% (17/23),45% (5/11),10,71% (30/42),59% (29/49),65% (59/91),7,100% (7/7),71% (5/7),86% (12/14),"['2', '0', '4', '0', '6', '0']","['3', '1', '6', '2']",[],[],[],1.94
21.08.2023,Noskova L.,0,0,2,,,,1,4,53%,54% (14/26),26% (6/23),55% (6/11),24% (6/25),35% (6/17),0% (0/3),4,41% (20/49),29% (12/42),35% (32/91),1,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],1.86
WTA - SINGLES :  Cincinnati (USA) - Qualification,hard,header
13.08.2023,Fernandez L.,1,4,6,4,,,2,3,69%,62% (41/66),37% (11/30),58% (7/12),39% (21/54),50% (15/30),56% (5/9),9,54% (52/96),43% (36/84),49% (88/180),4,64% (9/14),38% (5/13),52% (14/27),"['3', '4']","['1', '0', '3', '2', '5', '2']","['2', '3']",[],[],1.45
13.08.2023,Navarro E.,2,6,2,6,,,1,2,64%,61% (33/54),50% (15/30),44% (4/9),38% (25/66),63% (19/30),42% (5/12),8,57% (48/84),46% (44/96),51% (92/180),3,62% (8/13),36% (5/14),48% (13/27),"['3', '1', '6', '4']","['2', '2']","['2', '0', '6', '4']",[],[],2.63
WTA - SINGLES :  Montreal (Canada),hard,header
11.08.2023,Fernandez L.,0,2,3,,,,0,5,70%,60% (27/45),37% (7/19),70% (7/10),17% (4/24),26% (6/23),0% (0/0),4,53% (34/64),21% (10/47),40% (44/111),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.12
11.08.2023,Collins D.,2,6,6,,,,1,2,51%,83% (20/24),74% (17/23),0% (0/0),40% (18/45),63% (12/19),30% (3/10),9,79% (37/47),47% (30/64),60% (67/111),3,100% (9/9),38% (3/8),71% (12/17),"['3', '1', '6', '2']","['5', '3']",[],[],[],1.74
10.08.2023,Fernandez L.,2,7,5,6,,,3,7,60%,67% (45/67),52% (23/44),50% (4/8),35% (23/65),55% (16/29),71% (5/7),6,61% (68/111),41% (39/94),52% (107/205),4,76% (13/17),31% (5/16),55% (18/33),"['2', '2', '4', '2', '7', '5']","['3', '1']","['5', '3']",[],[],1.86
10.08.2023,Haddad Maia B.,1,5,7,3,,,0,4,69%,65% (42/65),45% (13/29),29% (2/7),33% (22/67),48% (21/44),50% (4/8),9,59% (55/94),39% (43/111),48% (98/205),3,69% (11/16),24% (4/17),45% (15/33),"['1', '0', '3', '4']","['2', '3', '6', '5']",[],[],[],1.95
09.08.2023,Fernandez L.,2,6,6,,,,5,5,68%,79% (27/34),44% (7/16),75% (3/4),42% (18/43),68% (13/19),44% (4/9),5,68% (34/50),50% (31/62),58% (65/112),5,89% (8/9),50% (4/8),71% (12/17),"['3', '1', '5', '1']","['1', '0', '3', '0']",[],[],[],1.59
09.08.2023,Stearns P.,0,3,2,,,,0,4,69%,58% (25/43),32% (6/19),56% (5/9),21% (7/34),56% (9/16),25% (1/4),4,50% (31/62),32% (16/50),42% (47/112),2,50% (4/8),11% (1/9),29% (5/17),"['2', '5']",[],[],[],[],2.40
WTA - SINGLES :  Washington (USA),hard,header
04.08.2023,Fernandez L.,0,5,2,,,,1,6,63%,60% (30/50),37% (11/30),62% (8/13),25% (8/32),39% (7/18),100% (2/2),5,51% (41/80),30% (15/50),43% (56/130),3,50% (5/10),20% (2/10),35% (7/20),"['1', '3', '4', '4']",[],[],[],[],2.40
04.08.2023,Sakkari M.,2,7,6,,,,5,3,64%,75% (24/32),61% (11/18),0% (0/2),40% (20/50),63% (19/30),38% (5/13),9,70% (35/50),49% (39/80),57% (74/130),7,80% (8/10),50% (5/10),65% (13/20),"['1', '0', '3', '0', '6', '5']","['1', '0', '3', '0']",[],[],[],1.59
02.08.2023,Fernandez L.,2,6,7,,,,1,9,54%,70% (26/37),25% (8/32),55% (6/11),53% (18/34),59% (20/34),78% (7/9),7,49% (34/69),56% (38/68),53% (72/137),3,55% (6/11),70% (7/10),62% (13/21),"['2', '0', '4', '2']","['1', '0', '2', '1', '3', '2', '4', '3', '6', '5']",[],[],[],1.40
02.08.2023,Pera B.,0,3,5,,,,1,7,50%,47% (16/34),41% (14/34),22% (2/9),30% (11/37),75% (24/32),45% (5/11),5,44% (30/68),51% (35/69),47% (65/137),2,30% (3/10),45% (5/11),38% (8/21),"['2', '3']","['1', '1', '2', '2', '3', '3', '5', '5']",[],[],[],2.98
WTA - SINGLES :  Washington (USA) - Qualification,hard,header
30.07.2023,Fernandez L.,2,6,6,,,,3,8,48%,76% (22/29),47% (15/32),60% (3/5),49% (17/35),63% (15/24),45% (5/11),6,61% (37/61),54% (32/59),58% (69/120),5,78% (7/9),63% (5/8),71% (12/17),"['2', '0', '3', '1', '6', '4']","['3', '1', '5', '1']",[],[],[],1.40
30.07.2023,Boulter K.,0,4,1,,,,2,4,59%,51% (18/35),38% (9/24),55% (6/11),24% (7/29),53% (17/32),40% (2/5),4,46% (27/59),39% (24/61),43% (51/120),2,38% (3/8),22% (2/9),29% (5/17),"['1', '2', '2', '3']",[],[],[],[],2.82
29.07.2023,Fernandez L.,2,6,6,,,,1,5,57%,65% (22/34),62% (16/26),33% (1/3),36% (13/36),60% (15/25),50% (5/10),7,63% (34/54),47% (31/66),54% (65/120),4,78% (7/9),50% (5/10),63% (12/19),"['3', '1', '6', '4']","['2', '0', '5', '3']",[],[],[],1.45
29.07.2023,Gracheva V.,0,4,3,,,,1,2,59%,64% (23/36),40% (10/25),50% (5/10),35% (12/34),38% (10/26),67% (2/3),7,53% (35/66),37% (20/54),46% (55/120),2,50% (5/10),22% (2/9),37% (7/19),"['2', '3']","['1', '2']",[],[],[],2.64
WTA - SINGLES :  Wimbledon (United Kingdom),grass,header
06.07.2023,Fernandez L.,1,6,4,6^6,,,6,9,63%,67% (45/67),54% (21/39),88% (7/8),25% (17/69),60% (25/42),29% (2/7),31,23,69% (11/16),5,62% (66/106),38% (42/111),50% (108/217),5,93% (14/15),13% (2/16),52% (16/31),2340,"['4', '3', '6', '3']",[],[],[],[],3.24
06.07.2023,Garcia C.,2,3,6,7^10,,,6,7,62%,75% (52/69),40% (17/42),71% (5/7),33% (22/67),46% (18/39),13% (1/8),35,34,56% (23/41),7,62% (69/111),38% (40/106),50% (109/217),3,88% (14/16),7% (1/15),48% (15/31),2519,[],"['2', '1']",[],[],[],1.35
03.07.2023,Fernandez L.,2,6,4,6,,,7,10,57%,65% (40/62),43% (20/46),58% (7/12),42% (31/73),58% (15/26),55% (6/11),36,44,76% (28/37),8,56% (60/108),46% (46/99),51% (106/207),3,67% (10/15),40% (6/15),53% (16/30),3227,"['2', '0', '6', '4']","['3', '5']","['1', '1', '3', '3', '6', '4']",[],[],1.25
03.07.2023,Baindl K.,1,4,6,4,,,1,1,74%,58% (42/73),42% (11/26),45% (5/11),35% (22/62),57% (26/46),42% (5/12),21,37,36% (4/11),9,54% (53/99),44% (48/108),49% (101/207),3,60% (9/15),33% (5/15),47% (14/30),3181,"['1', '2']","['2', '1', '5', '2']","['1', '0', '3', '2']",[],[],4.06
WTA - SINGLES :  Bad Homburg (Germany),grass,header
28.06.2023,Fernandez L.,0,5,2,,,,4,3,65%,55% (31/56),43% (13/30),71% (12/17),25% (9/36),60% (12/20),50% (2/4),4,51% (44/86),38% (21/56),46% (65/142),2,50% (5/10),20% (2/10),35% (7/20),"['3', '1', '5', '5']",[],[],[],[],1.68
28.06.2023,Blinkova A.,2,7,6,,,,5,5,64%,75% (27/36),40% (8/20),50% (2/4),45% (25/56),57% (17/30),29% (5/17),6,63% (35/56),49% (42/86),54% (77/142),3,80% (8/10),50% (5/10),65% (13/20),"['2', '3', '5', '4', '6', '5']","['2', '1', '5', '2']",[],[],[],2.20
26.06.2023,Fernandez L.,2,6,6,,,,6,3,68%,92% (24/26),58% (7/12),100% (1/1),53% (16/30),73% (11/15),83% (5/6),7,82% (31/38),60% (27/45),70% (58/83),11,100% (7/7),83% (5/6),92% (12/13),"['2', '0', '4', '0', '6', '0']","['2', '0', '4', '0']",[],[],[],0
26.06.2023,Papadakis L.,0,0,1,,,,0,4,67%,47% (14/30),27% (4/15),17% (1/6),8% (2/26),42% (5/12),0% (0/1),2,40% (18/45),18% (7/38),30% (25/83),1,17% (1/6),0% (0/7),8% (1/13),[],[],[],[],[],0
WTA - SINGLES :  French Open (France),clay,header
