Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,45/36,45/35,0/1,-,-,-
2024,11/8,11/8,-,-,-,-
2023,14/12,14/11,0/1,-,-,-
2022,16/10,16/10,-,-,-,-
2021,4/6,4/6,-,-,-,-
