Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,230/161,155/89,47/43,23/25,5/4,-
2024,43/14,30/9,8/3,5/2,-,-
2023,23/5,23/5,-,-,-,-
2022,14/22,4/10,4/5,3/5,3/2,-
2021,24/28,18/15,2/6,2/5,2/2,-
2020,6/14,3/9,0/3,3/2,-,-
2019,31/24,11/11,16/10,4/3,-,-
2018,28/22,13/10,9/7,6/5,-,-
2017,33/16,28/7,5/7,0/2,-,-
2016,20/12,17/10,3/2,-,-,-
2015,8/4,8/3,-,0/1,-,-
