Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Belgrade 2 (Serbia),hard,header
07.11. 19:40,Marozsan F.,0,4,2,,,,2,0,79%,67% (31/46),33% (4/12),57% (4/7),19% (7/36),41% (7/17),0% (0/1),60% (35/58),26% (14/53),44% (49/111),4,1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.92
07.11. 19:40,Djere L.,2,6,6,,,,12,1,68%,81% (29/36),59% (10/17),100% (1/1),33% (15/46),67% (8/12),43% (3/7),74% (39/53),40% (23/58),56% (62/111),6,0,100% (9/9),33% (3/9),67% (12/18),"['5', '4']","['2', '1', '4', '1']",[],[],[],1.90
06.11. 19:35,Marozsan F.,2,6,7,,,,6,1,85%,76% (39/51),67% (6/9),0% (0/0),29% (14/49),63% (10/16),40% (2/5),75% (45/60),37% (24/65),55% (69/125),8,0,100% (11/11),20% (2/10),62% (13/21),"['3', '1']","['6', '5']",[],[],[],1.67
06.11. 19:35,Lajovic D.,0,3,5,,,,9,2,75%,71% (35/49),38% (6/16),60% (3/5),24% (12/51),33% (3/9),0% (0/0),63% (41/65),25% (15/60),45% (56/125),2,0,80% (8/10),0% (0/11),38% (8/21),[],[],[],[],[],2.23
