Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,116/54,33/15,78/33,0/5,-,5/1
2024,39/9,18/5,21/4,-,-,-
2023,12/1,-,12/0,0/1,-,-
2022,12/4,-,7/3,-,-,5/1
2021,12/5,9/2,3/3,-,-,-
2020,3/0,3/0,-,-,-,-
2019,22/14,1/2,21/12,-,-,-
2018,7/10,2/4,5/4,0/2,-,-
2017,1/4,-,1/3,0/1,-,-
2016,8/5,-,8/4,0/1,-,-
2015,0/2,0/2,-,-,-,-
