Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,120/68,10/8,110/60,-,-,-
2024,12/6,-,12/6,-,-,-
2023,6/2,-,6/2,-,-,-
2022,29/16,-,29/16,-,-,-
2021,31/12,-,31/12,-,-,-
2019,30/17,8/4,22/13,-,-,-
2018,11/9,2/3,9/6,-,-,-
2016,1/5,0/1,1/4,-,-,-
2015,0/1,-,0/1,-,-,-
