Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,184/116,91/72,77/32,7/8,4/3,5/1
2024,33/24,17/13,10/5,2/4,4/2,-
2023,44/32,22/16,17/11,5/4,0/1,-
2022,45/19,20/10,20/8,-,-,5/1
2021,38/18,8/10,30/8,-,-,-
2020,2/2,2/2,-,-,-,-
2019,16/13,16/13,-,-,-,-
2018,3/5,3/5,-,-,-,-
2017,3/3,3/3,-,-,-,-
