Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,270/257,12/21,127/113,126/96,5/27,-
2024,11/15,5/7,0/1,6/5,0/2,-
2023,14/18,3/8,0/1,11/8,0/1,-
2022,32/30,2/2,10/11,19/13,1/4,-
2021,40/34,2/3,13/15,25/16,-,-
2020,19/25,-,1/7,18/18,-,-
2019,21/25,-,17/15,4/7,0/3,-
2018,29/27,-,21/18,7/5,1/4,-
2017,19/24,-,9/14,10/5,0/5,-
2016,30/24,-,27/17,2/2,1/5,-
2015,40/17,-,27/12,13/5,-,-
2014,8/9,-,2/2,5/5,1/2,-
2013,6/7,0/1,-,5/5,1/1,-
2012,1/2,-,-,1/2,-,-
