Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,127/89,32/38,92/44,3/7,-,-
2024,26/21,4/7,19/9,3/5,-,-
2023,40/29,14/13,26/14,0/2,-,-
2022,50/26,3/6,47/20,-,-,-
2021,11/13,11/12,0/1,-,-,-
