Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,68/116,40/70,28/43,0/3,-,-
2024,13/19,9/13,4/6,-,-,-
2023,27/32,14/16,13/14,0/2,-,-
2022,9/26,7/17,2/9,-,-,-
2021,14/22,7/16,7/5,0/1,-,-
2020,2/4,2/4,-,-,-,-
2019,1/7,0/1,1/6,-,-,-
2018,1/3,-,1/3,-,-,-
2017,1/3,1/3,-,-,-,-
