Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,168/100,50/26,103/63,2/2,13/9,-
2024,18/12,2/4,14/6,-,2/2,-
2023,3/8,0/1,3/7,-,-,-
2022,33/14,13/4,14/8,-,6/2,-
2021,25/16,4/5,19/8,-,2/3,-
2020,14/11,5/3,9/7,0/1,-,-
2019,24/16,12/5,9/9,-,3/2,-
2018,24/9,-,24/9,-,-,-
2017,26/13,14/4,10/8,2/1,-,-
2016,1/1,-,1/1,-,-,-
