Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,75/74,39/42,30/23,6/9,-,-
2024,19/23,13/18,4/3,2/2,-,-
2023,18/21,6/10,11/9,1/2,-,-
2022,29/22,19/11,7/6,3/5,-,-
2021,8/7,1/3,7/4,-,-,-
2020,1/1,-,1/1,-,-,-
