Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,53/33,19/8,27/22,7/2,0/1,-
2024,19/10,7/2,5/6,7/1,0/1,-
2023,14/11,3/1,11/10,-,-,-
2022,18/8,7/2,11/5,0/1,-,-
2021,2/4,2/3,0/1,-,-,-
