Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,71/78,36/32,23/32,5/7,-,7/7
2024,31/19,17/11,4/3,3/2,-,7/3
2023,14/22,8/9,6/9,-,-,0/4
2022,11/14,6/8,5/4,0/2,-,-
2021,0/2,-,0/2,-,-,-
2020,1/1,-,-,1/1,-,-
2019,2/6,-,2/6,-,-,-
2018,11/10,5/4,6/6,-,-,-
2017,0/1,-,0/1,-,-,-
2016,1/3,-,0/1,1/2,-,-
