Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,191/158,79/81,100/71,4/4,-,8/2
2024,26/17,8/4,18/12,0/1,-,-
2023,27/13,11/5,14/7,2/1,-,-
2022,35/18,13/10,14/6,-,-,8/2
2021,5/11,3/8,2/3,-,-,-
2020,3/6,3/4,0/2,-,-,-
2019,27/24,16/15,11/9,-,-,-
2018,37/29,19/18,16/9,2/2,-,-
2017,23/25,5/11,18/14,-,-,-
2016,7/10,0/3,7/7,-,-,-
2015,1/5,1/3,0/2,-,-,-
