Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,105/85,25/31,50/30,3/3,-,27/21
2024,4/7,3/6,1/1,-,-,-
2023,16/13,7/6,4/1,0/1,-,5/5
2022,25/21,3/5,-,-,-,22/16
2021,41/21,2/1,39/20,-,-,-
2020,1/3,-,1/3,-,-,-
2019,3/4,1/3,-,2/1,-,-
2018,9/8,5/5,3/2,1/1,-,-
2017,4/5,4/5,-,-,-,-
2016,2/3,-,2/3,-,-,-
