Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,172/74,11/11,136/51,14/10,-,11/2
2024,49/16,7/4,35/9,7/3,-,-
2023,47/24,-,36/17,7/6,-,4/1
2022,37/17,3/5,32/10,0/1,-,2/1
2021,33/11,-,28/11,-,-,5/0
2020,3/3,-,3/3,-,-,-
2019,3/3,1/2,2/1,-,-,-
