Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,64/70,58/55,4/12,-,-,2/3
2024,22/21,22/18,0/3,-,-,-
2023,28/18,28/18,-,-,-,-
2022,7/14,1/5,4/6,-,-,2/3
2021,5/15,5/13,0/2,-,-,-
2019,2/2,2/1,0/1,-,-,-
