Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,374/232,62/59,248/114,50/47,2/3,12/9
2024,4/4,4/3,0/1,-,-,-
2023,41/12,13/6,22/4,3/1,1/1,2/0
2022,34/29,8/9,21/9,2/8,1/2,2/1
2021,40/30,12/13,22/11,5/4,-,1/2
2020,49/15,1/1,47/12,1/2,-,-
2019,37/29,2/6,23/11,10/10,-,2/2
2018,43/30,9/6,26/20,5/3,-,3/1
2017,65/31,4/5,48/17,12/6,-,1/3
2016,22/24,3/5,13/12,5/7,-,1/0
2015,39/27,6/5,26/17,7/5,-,-
2013,0/1,-,-,0/1,-,-
