Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,405/239,270/139,66/45,69/55,-,-
2024,38/19,36/18,-,2/1,-,-
2023,36/20,32/15,-,4/5,-,-
2022,41/21,41/21,-,-,-,-
2021,27/24,23/16,2/4,2/4,-,-
2020,22/14,3/2,16/10,3/2,-,-
2019,60/30,39/19,10/6,11/5,-,-
2018,40/27,11/10,13/7,16/10,-,-
2017,51/25,31/14,10/3,10/8,-,-
2016,58/32,45/19,7/6,6/7,-,-
2015,17/17,7/4,3/6,7/7,-,-
2014,9/6,2/1,1/1,6/4,-,-
2013,6/4,-,4/2,2/2,-,-
