Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,84/97,62/57,17/26,5/14,-,-
2024,19/21,17/17,2/3,0/1,-,-
2023,23/31,17/20,5/6,1/5,-,-
2022,25/16,20/11,3/4,2/1,-,-
2021,14/19,8/7,6/10,0/2,-,-
2020,1/2,-,-,1/2,-,-
2019,1/6,0/2,1/3,0/1,-,-
2018,1/1,-,-,1/1,-,-
2017,0/1,-,-,0/1,-,-
