Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,74/73,22/22,36/28,16/23,-,-
2024,10/7,0/1,10/6,-,-,-
2023,24/25,10/11,7/6,7/8,-,-
2022,19/24,1/2,11/12,7/10,-,-
2021,20/16,10/7,8/4,2/5,-,-
2020,1/1,1/1,-,-,-,-
