Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,74/62,39/24,27/29,3/6,5/3,-
2024,23/20,14/11,9/7,0/2,-,-
2023,29/25,8/4,15/18,3/1,3/2,-
2022,22/17,17/9,3/4,0/3,2/1,-
