Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,140/69,62/40,66/20,12/9,-,-
2024,44/14,30/8,13/5,1/1,-,-
2023,65/18,22/14,43/4,-,-,-
2022,21/19,7/10,8/6,6/3,-,-
2021,8/17,3/7,2/5,3/5,-,-
2020,2/0,-,-,2/0,-,-
2019,0/1,0/1,-,-,-,-
