Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,87/99,11/12,71/71,3/11,0/1,2/4
2024,18/24,2/3,16/21,-,-,-
2023,36/32,9/9,24/17,1/2,-,2/4
2022,22/31,-,20/21,2/9,0/1,-
2021,11/12,-,11/12,-,-,-
