Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,33/34,6/8,27/26,-,-,-
2024,11/9,3/4,8/5,-,-,-
2023,9/12,1/3,8/9,-,-,-
2022,13/12,2/1,11/11,-,-,-
2019,0/1,-,0/1,-,-,-
