Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,208/173,144/108,48/45,14/17,-,2/3
2024,41/22,41/21,0/1,-,-,-
2023,28/16,26/14,2/2,-,-,-
2022,19/13,14/4,3/6,-,-,2/3
2021,5/5,5/5,-,-,-,-
2019,0/1,0/1,-,-,-,-
2018,30/32,6/4,14/17,10/11,-,-
2017,27/32,11/16,12/12,4/4,-,-
2016,37/27,20/19,17/7,0/1,-,-
2015,13/14,13/14,-,-,-,-
2014,8/9,8/9,-,-,-,-
2013,0/2,0/1,-,0/1,-,-
