Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,207/158,194/137,6/12,4/3,-,3/6
2024,22/25,20/22,-,-,-,2/3
2023,46/28,41/22,2/4,3/2,-,-
2022,22/21,20/15,1/3,-,-,1/3
2021,38/23,38/23,-,-,-,-
2020,4/7,4/7,-,-,-,-
2019,12/13,12/13,-,-,-,-
2018,41/23,38/19,2/3,1/1,-,-
2017,12/10,12/9,0/1,-,-,-
2016,4/4,3/3,1/1,-,-,-
2015,6/3,6/3,-,-,-,-
2014,0/1,0/1,-,-,-,-
