Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,184/113,133/64,32/32,10/10,9/7,-
2024,26/20,11/7,9/9,1/1,5/3,-
2023,35/26,23/9,7/12,1/2,4/3,-
2022,38/26,25/17,11/7,2/1,0/1,-
2021,48/19,48/18,-,0/1,-,-
2020,14/8,10/6,4/2,-,-,-
2019,16/8,12/4,1/1,3/3,-,-
2018,5/4,2/1,0/1,3/2,-,-
2017,2/2,2/2,-,-,-,-
