Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,11/15,2/7,7/7,2/1,-,-
2024,3/6,2/5,1/1,-,-,-
2023,7/6,0/1,5/4,2/1,-,-
2021,1/3,0/1,1/2,-,-,-
