Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
EXHIBITION - MEN :  Six Kings Slam (Saudi Arabia),hard,header
18.10. 01:05,Alcaraz C.,2,6,6,,,,3,0,58%,86% (24/28),65% (13/20),0% (0/0),24% (8/33),67% (14/21),50% (3/6),15,10,8,77% (37/48),41% (22/54),58% (59/102),3,100% (9/9),33% (3/9),67% (12/18),"['1', '0', '6', '3']","['3', '1']",[],[],[],1.11
18.10. 01:05,Nadal R.,0,3,3,,,,1,4,61%,76% (25/33),33% (7/21),50% (3/6),14% (4/28),35% (7/20),0% (0/0),13,11,5,59% (32/54),23% (11/48),42% (43/102),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],7.10
16.10. 23:50,Alcaraz C.,2,6,6,,,,6,2,56%,100% (25/25),60% (12/20),0% (0/0),32% (14/44),68% (13/19),60% (3/5),12,7,7,82% (37/45),43% (27/63),59% (64/108),5,100% (9/9),33% (3/9),67% (12/18),"['5', '4']","['1', '0', '4', '1']",[],[],[],1.25
16.10. 23:50,Rune H.,0,4,2,,,,3,4,70%,68% (30/44),32% (6/19),40% (2/5),0% (0/25),40% (8/20),0% (0/0),6,13,4,57% (36/63),18% (8/45),41% (44/108),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],4.02
ATP - SINGLES :  Shanghai (China),hard,header
10.10. 16:10,Alcaraz C.,0,6^5,5,,,,8,1,67%,76% (34/45),55% (12/22),50% (2/4),28% (15/54),46% (18/39),13% (1/8),25,20,62% (8/13),6,69% (46/67),35% (33/93),49% (79/160),3,83% (10/12),8% (1/12),46% (11/24),[],"['3', '3']",[],[],[],1.09
10.10. 16:10,Machac T.,2,7^7,7,,,,5,2,58%,72% (39/54),54% (21/39),88% (7/8),24% (11/45),45% (10/22),50% (2/4),31,42,95% (19/20),5,65% (60/93),31% (21/67),51% (81/160),3,92% (11/12),17% (2/12),54% (13/24),[],"['2', '1', '6', '5']",[],[],[],8.01
09.10. 12:05,Alcaraz C.,2,6,7,,,,5,0,69%,78% (32/41),78% (14/18),100% (1/1),27% (13/49),52% (11/21),33% (2/6),22,9,88% (7/8),5,78% (46/59),34% (24/70),54% (70/129),3,100% (11/11),18% (2/11),59% (13/22),"['5', '4']","['6', '5']",[],[],[],1.06
09.10. 12:05,Monfils G.,0,4,5,,,,10,1,70%,73% (36/49),48% (10/21),67% (4/6),22% (9/41),22% (4/18),0% (0/1),22,13,43% (3/7),5,66% (46/70),22% (13/59),46% (59/129),1,82% (9/11),0% (0/11),41% (9/22),[],[],[],[],[],9.95
06.10. 17:10,Alcaraz C.,2,7^7,6,,,,11,1,61%,81% (35/43),56% (15/27),0% (0/0),27% (13/49),50% (10/20),33% (1/3),23,31,71% (5/7),6,71% (50/70),33% (23/69),53% (73/139),3,100% (11/11),10% (1/10),57% (12/21),[],"['4', '2']",[],[],[],1.03
06.10. 17:10,Wu Y.,0,6^5,3,,,,7,1,71%,73% (36/49),50% (10/20),67% (2/3),19% (8/43),44% (12/27),0% (0/0),21,35,55% (6/11),5,67% (46/69),29% (20/70),47% (66/139),1,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],12.90
05.10. 10:10,Alcaraz C.,2,6,6,,,,3,0,50%,79% (19/24),67% (16/24),100% (1/1),44% (12/27),63% (15/24),57% (4/7),14,10,100% (7/7),9,73% (35/48),53% (27/51),63% (62/99),5,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '5', '2']","['2', '1', '4', '1']",[],[],[],1.09
05.10. 10:10,Shang J.,0,2,2,,,,1,2,53%,56% (15/27),38% (9/24),43% (3/7),21% (5/24),33% (8/24),0% (0/1),8,14,50% (3/6),4,47% (24/51),27% (13/48),37% (37/99),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],8.01
ATP - SINGLES :  Beijing (China),hard,header
02.10. 14:40,Alcaraz C.,2,6^6,6,7^7,,,6,2,60%,73% (54/74),55% (27/49),67% (4/6),34% (24/71),47% (27/58),20% (3/15),55,59,74% (25/34),7,66% (81/123),40% (51/129),52% (132/252),3,88% (15/17),18% (3/17),53% (18/34),"['3', '1']","['5', '4']","['2', '1']",[],[],1.67
02.10. 14:40,Sinner J.,1,7^8,4,6^3,,,6,4,55%,66% (47/71),53% (31/58),80% (12/15),27% (20/74),45% (22/49),33% (2/6),31,46,50% (13/26),6,60% (78/129),34% (42/123),48% (120/252),3,82% (14/17),12% (2/17),47% (16/34),"['4', '5']",[],"['4', '4']",[],[],2.23
01.10. 13:40,Alcaraz C.,2,7,6,,,,3,1,68%,75% (27/36),53% (9/17),0% (0/2),45% (19/42),50% (12/24),45% (5/11),23,19,89% (8/9),7,68% (36/53),47% (31/66),56% (67/119),3,80% (8/10),45% (5/11),62% (13/21),"['3', '2', '4', '3', '6', '5']","['3', '2', '6', '3']",[],[],[],1.29
01.10. 13:40,Medvedev D.,0,5,3,,,,3,2,64%,55% (23/42),50% (12/24),55% (6/11),25% (9/36),47% (8/17),100% (2/2),17,21,60% (9/15),5,53% (35/66),32% (17/53),44% (52/119),2,55% (6/11),20% (2/10),38% (8/21),"['3', '3', '4', '4']",[],[],[],[],3.74
30.09. 13:40,Alcaraz C.,2,7,6,,,,2,2,63%,76% (25/33),68% (13/19),50% (1/2),36% (19/53),62% (18/29),33% (4/12),26,27,94% (16/17),8,73% (38/52),45% (37/82),56% (75/134),5,90% (9/10),40% (4/10),65% (13/20),"['3', '2', '6', '5']","['3', '2', '5', '2']",[],[],[],1.09
30.09. 13:40,Khachanov K.,0,5,2,,,,3,1,65%,64% (34/53),38% (11/29),67% (8/12),24% (8/33),32% (6/19),50% (1/2),14,25,69% (9/13),7,55% (45/82),27% (14/52),44% (59/134),2,60% (6/10),10% (1/10),35% (7/20),"['3', '3']",[],[],[],[],8.01
29.09. 16:40,Alcaraz C.,2,6,6,,,,4,0,56%,100% (23/23),50% (9/18),0% (0/0),40% (10/25),72% (13/18),57% (4/7),19,16,60% (3/5),8,78% (32/41),53% (23/43),65% (55/84),5,100% (8/8),57% (4/7),80% (12/15),"['2', '0', '4', '0']","['2', '1', '4', '1']",[],[],[],1.08
29.09. 16:40,Griekspoor T.,0,1,2,,,,0,1,58%,60% (15/25),28% (5/18),43% (3/7),0% (0/23),50% (9/18),0% (0/0),2,24,44% (4/9),3,47% (20/43),22% (9/41),35% (29/84),1,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],8.55
27.09. 12:40,Alcaraz C.,2,6,6,,,,5,1,61%,74% (25/34),82% (18/22),100% (3/3),17% (4/24),45% (14/31),100% (2/2),7,77% (43/56),33% (18/55),55% (61/111),3,100% (10/10),20% (2/10),60% (12/20),"['1', '0']","['1', '0']",[],[],[],1.07
27.09. 12:40,Mpetshi Perricard G.,0,4,4,,,,7,6,44%,83% (20/24),55% (17/31),0% (0/2),26% (9/34),18% (4/22),0% (0/3),5,67% (37/55),23% (13/56),45% (50/111),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],8.98
ATP - SINGLES :  Laver Cup (World),hard,header
22.09. 23:45,Alcaraz C.,2,6,7,,,,1,1,73%,80% (33/41),47% (7/15),75% (3/4),36% (16/44),52% (11/21),67% (4/6),25,19,5,71% (40/56),42% (27/65),55% (67/121),5,90% (9/10),40% (4/10),65% (13/20),"['2', '1', '4', '1']","['2', '1', '6', '5']",[],[],[],1.33
22.09. 23:45,Fritz T.,0,2,5,,,,7,4,68%,64% (28/44),48% (10/21),33% (2/6),20% (8/41),53% (8/15),25% (1/4),14,13,8,58% (38/65),29% (16/56),45% (54/121),3,60% (6/10),10% (1/10),35% (7/20),[],"['4', '4']",[],[],[],3.37
21.09. 18:55,Alcaraz C.,2,6,6,,,,0,0,78%,78% (36/46),62% (8/13),100% (5/5),34% (17/50),40% (8/20),18% (2/11),23,13,5,75% (44/59),36% (25/70),53% (69/129),3,100% (10/10),20% (2/10),60% (12/20),"['4', '3']","['1', '0']",[],[],[],1.25
21.09. 18:55,Shelton B.,0,4,4,,,,2,3,71%,66% (33/50),60% (12/20),82% (9/11),22% (10/46),38% (5/13),0% (0/5),17,19,4,64% (45/70),25% (15/59),47% (60/129),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],4.01
ATP - SINGLES :  Davis Cup - World Group (World),-,header
13.09. 23:05,Alcaraz C.,2,6,6,,,,5,1,61%,81% (25/31),70% (14/20),100% (6/6),38% (15/40),50% (9/18),43% (3/7),21,17,0% (0/3),7,76% (39/51),41% (24/58),58% (63/109),3,100% (9/9),33% (3/9),67% (12/18),"['3', '2', '6', '3']","['4', '2']",[],[],[],1.19
13.09. 23:05,Humbert U.,0,3,3,,,,3,1,69%,63% (25/40),50% (9/18),57% (4/7),19% (6/31),30% (6/20),0% (0/6),14,34,0% (0/7),6,59% (34/58),24% (12/51),42% (46/109),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],4.40
