Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,281/76,147/35,89/26,19/9,24/5,2/1
2024,40/9,17/4,14/4,1/0,8/1,-
2023,68/12,27/3,26/6,3/3,12/0,-
2022,57/17,26/4,21/6,5/3,3/3,2/1
2021,48/19,22/7,15/8,10/3,1/1,-
2020,44/7,34/7,10/0,-,-,-
2019,18/10,15/8,3/2,-,-,-
2018,6/2,6/2,-,-,-,-
