Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
21.08.,Trungelliti M.,2,,,,,,1,6,49%,72% (31/43),56% (25/45),80% (8/10),36% (19/53),53% (18/34),33% (3/9),64% (56/88),43% (37/87),53% (93/175),6,0,83% (10/12),25% (3/12),54% (13/24),"['3', '4']","['3', '1', '7', '5']",[],[],[],3.33
21.08.,Garin C.,0,,,,,,6,6,61%,64% (34/53),47% (16/34),67% (6/9),28% (12/43),44% (20/45),20% (2/10),57% (50/87),36% (32/88),47% (82/175),4,3,75% (9/12),17% (2/12),46% (11/24),"['4', '2']","['2', '3']",[],[],[],1.32
18.08.,Garin C.,2,,,,,,0,0,69%,65% (28/43),53% (10/19),60% (3/5),28% (10/36),70% (19/27),44% (4/9),9,12,50% (6/12),61% (38/62),46% (29/63),54% (67/125),6,0,80% (8/10),40% (4/10),60% (12/20),"['3', '2']","['1', '0', '4', '3', '5', '4']",[],[],[],20.0
18.08.,Watanuki Y.,0,,,,,,2,3,57%,72% (26/36),30% (8/27),56% (5/9),35% (15/43),47% (9/19),40% (2/5),20,30,63% (10/16),54% (34/63),39% (24/62),46% (58/125),4,1,60% (6/10),20% (2/10),40% (8/20),[],"['3', '3', '4', '4']",[],[],[],1.32
05.08.,Landaluce M.,2,,,,,,8,8,60%,71% (41/58),55% (21/38),77% (10/13),30% (19/63),43% (18/42),43% (3/7),21,47,71% (5/7),65% (62/96),35% (37/105),49% (99/201),6,0,80% (12/15),19% (3/16),48% (15/31),"['5', '4']","['3', '4']",[],[],[],2.25
05.08.,Garin C.,1,,,,,,4,6,60%,70% (44/63),57% (24/42),57% (4/7),29% (17/58),45% (17/38),23% (3/13),19,32,86% (6/7),65% (68/105),35% (34/96),51% (102/201),4,1,81% (13/16),20% (3/15),52% (16/31),[],"['2', '0', '5', '3']","['1', '0']",[],[],1.65
21.07.,Droguet T.,2,,,,,,4,1,64%,81% (29/36),60% (12/20),100% (3/3),192 km/h,157 km/h,30% (10/33),54% (7/13),43% (3/7),21,11,60% (3/5),73% (41/56),37% (17/46),57% (58/102),6,0,100% (9/9),33% (3/9),67% (12/18),"['3', '1']","['1', '0', '6', '3']",[],[],[],2.10
21.07.,Garin C.,0,,,,,,5,1,72%,70% (23/33),46% (6/13),57% (4/7),184 km/h,159 km/h,19% (7/36),40% (8/20),0% (0/3),21,23,43% (6/14),63% (29/46),27% (15/56),43% (44/102),4,3,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.74
16.07.,Ugo Carabelli C.,2,,,,,,1,2,65%,59% (27/46),48% (12/25),75% (9/12),42% (23/55),64% (18/28),36% (5/14),16,24,71% (5/7),55% (39/71),49% (41/83),52% (80/154),5,0,70% (7/10),50% (5/10),60% (12/20),"['2', '0', '3', '3', '6', '4']","['5', '3', '6', '4']",[],[],[],2.52
16.07.,Garin C.,0,,,,,,2,2,66%,58% (32/55),36% (10/28),64% (9/14),41% (19/46),52% (13/25),25% (3/12),18,40,50% (8/16),51% (42/83),45% (32/71),48% (74/154),5,0,50% (5/10),30% (3/10),40% (8/20),"['1', '2', '3', '2']","['4', '5']",[],[],[],1.53
03.07.,Rinderknech A.,3,,,,,,14,6,62%,71% (70/99),58% (35/60),63% (5/8),33% (36/109),36% (16/45),23% (3/13),47,60,62% (52/84),66% (105/159),34% (52/154),50% (157/313),6,0,88% (22/25),13% (3/24),51% (25/49),5335,[],"['4', '2']","['2', '1']",[],"['2', '0']",1.34
03.07.,Garin C.,2,,,,,,9,1,71%,67% (73/109),64% (29/45),77% (10/13),29% (29/99),42% (25/60),38% (3/8),48,29,62% (28/45),66% (102/154),34% (54/159),50% (156/313),4,2,88% (21/24),12% (3/25),49% (24/49),5122,"['2', '0']",[],"['4', '4']","['1', '0']",[],3.64
30.06.,Garin C.,3,,,,,,6,2,70%,84% (56/67),66% (19/29),100% (3/3),22% (16/72),53% (17/32),40% (2/5),13,16,63% (10/16),78% (75/96),32% (33/104),54% (108/200),7,0,100% (16/16),13% (2/16),56% (18/32),2553,[],"['3', '2']","['5', '4']",[],[],1.63
30.06.,Rodesch C.,0,,,,,,6,5,69%,78% (56/72),47% (15/32),60% (3/5),16% (11/67),34% (10/29),0% (0/3),32,38,75% (18/24),68% (71/104),22% (21/96),46% (92/200),3,0,88% (14/16),0% (0/16),44% (14/32),2738,[],[],[],[],[],2.32
26.06.,Zeppieri G.,3,,,,,,18,3,64%,69% (66/95),49% (26/53),65% (11/17),29% (31/108),59% (26/44),75% (6/8),63,55,55% (18/33),62% (92/148),38% (57/152),50% (149/300),8,0,76% (19/25),25% (6/24),51% (25/49),4240,[],"['1', '0', '3', '0']","['5', '4']","['4', '5']","['3', '2', '6', '5']",3.26
26.06.,Garin C.,2,,,,,,13,1,71%,71% (77/108),41% (18/44),25% (2/8),31% (29/95),51% (27/53),35% (6/17),42,38,56% (24/43),63% (95/152),38% (56/148),50% (151/300),2,0,75% (18/24),24% (6/25),49% (24/49),4306,"['1', '0', '3', '0', '6', '1']",[],[],"['3', '1', '7', '5']","['4', '4']",1.34
25.06.,Garin C.,2,,,,,,5,1,73%,71% (25/35),62% (8/13),50% (1/2),49% (22/45),63% (20/32),33% (5/15),19,4,78% (7/9),69% (33/48),55% (42/77),60% (75/125),6,0,88% (7/8),63% (5/8),75% (12/16),1330,"['1', '0', '3', '0', '5', '0']","['2', '1', '4', '1']",[],[],[],1.16
25.06.,Habib H.,0,,,,,,7,1,58%,51% (23/45),38% (12/32),67% (10/15),29% (10/35),38% (5/13),50% (1/2),21,14,58% (11/19),45% (35/77),31% (15/48),40% (50/125),4,4,38% (3/8),13% (1/8),25% (4/16),1336,[],"['3', '5']",[],[],[],5.36
23.06.,Garin C.,2,,,,,,1,3,70%,79% (30/38),63% (10/16),50% (1/2),30% (7/23),52% (15/29),75% (3/4),12,10,73% (11/15),74% (40/54),42% (22/52),58% (62/106),8,0,90% (9/10),33% (3/9),63% (12/19),"['3', '1']","['3', '2', '5', '4']",[],[],[],1.14
23.06.,Maestrelli F.,0,,,,,,0,2,44%,70% (16/23),48% (14/29),25% (1/4),21% (8/38),38% (6/16),50% (1/2),9,25,60% (12/20),58% (30/52),26% (14/54),42% (44/106),2,1,67% (6/9),10% (1/10),37% (7/19),[],"['4', '4']",[],[],[],5.95
20.06.,Misolic F.,2,,,,,,2,1,57%,78% (29/37),46% (13/28),80% (4/5),34% (12/35),55% (11/20),43% (3/7),65% (42/65),42% (23/55),54% (65/120),5,0,90% (9/10),33% (3/9),63% (12/19),"['3', '3', '5', '3']","['2', '1']",[],[],[],1.79
20.06.,Garin C.,0,,,,,,2,2,64%,66% (23/35),45% (9/20),57% (4/7),22% (8/37),54% (15/28),20% (1/5),58% (32/55),35% (23/65),46% (55/120),5,0,67% (6/9),10% (1/10),37% (7/19),"['2', '1']",[],[],[],[],1.94
19.06.,Garin C.,2,,,,,,2,2,70%,83% (25/30),46% (6/13),100% (1/1),62% (16/26),62% (8/13),83% (5/6),72% (31/43),62% (24/39),67% (55/82),8,0,100% (7/7),71% (5/7),86% (12/14),"['3', '2', '5', '2']","['1', '0', '3', '0', '5', '0']",[],[],[],1.10
19.06.,Krumich M.,0,,,,,,0,3,67%,38% (10/26),38% (5/13),17% (1/6),17% (5/30),54% (7/13),0% (0/1),38% (15/39),28% (12/43),33% (27/82),2,1,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],5.95
18.06.,Garin C.,2,,,,,,3,3,60%,63% (32/51),50% (17/34),20% (1/5),35% (23/65),54% (15/28),33% (5/15),58% (49/85),41% (38/93),49% (87/178),7,0,71% (10/14),33% (5/15),52% (15/29),"['2', '1', '3', '2']","['1', '0']","['1', '1', '6', '4']",[],[],1.14
