Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,97/117,30/26,67/91,-,-,-
2024,13/16,5/4,8/12,-,-,-
2023,8/16,0/3,8/13,-,-,-
2022,22/23,4/2,18/21,-,-,-
2021,19/17,-,19/17,-,-,-
2020,2/6,2/4,0/2,-,-,-
2019,13/11,9/2,4/9,-,-,-
2018,11/11,7/6,4/5,-,-,-
2017,6/11,1/2,5/9,-,-,-
2016,0/3,0/2,0/1,-,-,-
2015,3/3,2/1,1/2,-,-,-
